task_id,sonnet_C,sonnet_D,sonnet_R,gpt_C,gpt_D,gpt_R,gemini_C,gemini_D,gemini_R,consensus_C,consensus_D,consensus_R,dispute_axes
21262,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21263,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21264-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21264-2,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21265,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21266-1,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21266-2,C1,D0,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
21267,C2,D1,R0,C2,D0,R0,C2,D1,R0,C2,D1,R0,
21268,C1,D0,R0,C1,D1,R2,C2,D0,R2,C1,D0,R2,
21269-1,C1,D0,R0,C0,D0,R0,C1,D0,R0,C1,D0,R0,
21269-2,C2,D0,R1,C2,D0,R2,C2,D0,R2,C2,D0,R2,
2127,C2,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
21270,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
21271,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
21272-1,C1,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
21272-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21273,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
21274,C1,D1,R0,C2,D1,R3,C2,D1,R3,C2,D1,R3,
21275,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21276,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
21277,C2,D1,R0,C3,D3,R2,C3,D1,R2,C3,D1,R2,
21278,C2,D0,R0,C2,D2,R2,C2,D0,R2,C2,D0,R2,
21279,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
21280,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21281,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21282,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21283,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21284-1,C2,D0,R0,C2,D0,R2,C3,D0,R2,C2,D0,R2,
21284-2,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21285,C0,D1,R0,C1,D1,R0,C0,D0,R0,C0,D1,R0,
21286,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21287,C2,D1,R0,C2,D1,R0,C2,D1,R2,C2,D1,R0,
21288,C3,D0,R0,C3,D0,R2,C3,D0,R2,C3,D0,R2,
21289-1,C2,D0,R0,C2,D1,R2,C2,D0,R2,C2,D0,R2,
21289-2,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
2129,C1,D2,R2,C1,D2,R2,C1,D2,R2,C1,D2,R2,
21290-1,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21290-2,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21291,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21292,C3,D0,R2,C3,D0,R2,C3,D0,R2,C3,D0,R2,
21293-2,C3,D0,R2,C3,D1,R2,C3,D0,R2,C3,D0,R2,
21294-1,C3,D0,R2,C3,D0,R2,C3,D0,R2,C3,D0,R2,
21294-2,C3,D0,R2,C3,D0,R2,C3,D0,R2,C3,D0,R2,
21295-1,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21295-2,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21295-3,C3,D0,R2,C3,D0,R2,C3,D0,R2,C3,D0,R2,
21296-1,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21296-2,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21297-1,C3,D0,R0,C3,D2,R2,C3,D0,R2,C3,D0,R2,
21297-2,C3,D0,R0,C1,D1,R0,C3,D0,R2,C3,D0,R0,
21298,C3,D0,R0,C3,D1,R0,C3,D0,R2,C3,D0,R0,
21299,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
213,C2,D1,R1,C2,D1,R0,C2,D1,R0,C2,D1,R0,
21300-1,C2,D0,R0,C2,D1,R2,C2,D0,R2,C2,D0,R2,
21300-2,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21301,C3,D0,R2,C3,D1,R2,C3,D0,R2,C3,D0,R2,
21302-1,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21302-2,C2,D0,R0,C2,D1,R2,C2,D0,R2,C2,D0,R2,
21303-1,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21303-2,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21304,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21305,C2,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
21306,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21307-1,C2,D0,R2,C2,D1,R2,C2,D0,R2,C2,D0,R2,
21307-2,C2,D0,R2,C2,D1,R2,C2,D0,R2,C2,D0,R2,
21308,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21309-1,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21309-2,C2,D0,R2,C2,D1,R2,C2,D0,R2,C2,D0,R2,
2131,C1,D1,R1,C1,D1,R0,C1,D1,R1,C1,D1,R1,
21310,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21311,C2,D0,R0,C2,D1,R0,C2,D1,R1,C2,D1,R0,
21312-1,C2,D0,R1,C2,D1,R0,C2,D0,R1,C2,D0,R1,
21312-2,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21313,C2,D0,R1,C2,D1,R1,C2,D0,R1,C2,D0,R1,
21314,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21315,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21316,C2,D0,R0,C2,D1,R0,C2,D0,R1,C2,D0,R0,
21317,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
21318-1,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
21318-2,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
21319,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
2132-1,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
2132-2,C2,D3,R2,C1,D3,R2,C2,D3,R2,C2,D3,R2,
21320-1,C2,D0,R3,C1,D0,R3,C2,D0,R3,C2,D0,R3,
21320-2,C2,D0,R3,C1,D0,R3,C2,D0,R3,C2,D0,R3,
21320-3,C2,D0,R3,C1,D1,R3,C2,D0,R3,C2,D0,R3,
21321,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21322,C2,D0,R3,C2,D1,R3,C2,D0,R3,C2,D0,R3,
21323-1,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21323-2,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21325,C2,D0,R1,C2,D1,R0,C2,D1,R1,C2,D1,R1,
21326,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21327,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
21329,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
2133-1,C1,D2,R2,C1,D2,R2,C1,D2,R2,C1,D2,R2,
2133-2,C1,D2,R2,C1,D2,R2,C1,D2,R2,C1,D2,R2,
21332,C2,D1,R2,C2,D1,R2,C2,D1,R2,C2,D1,R2,
21333-1,C3,D0,R2,C3,D0,R3,C3,D0,R3,C3,D0,R3,
21333-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21334,C2,D3,R2,C2,D3,R1,C2,D3,R2,C2,D3,R2,
21335,C1,D0,R0,C1,D0,R1,C1,D0,R0,C1,D0,R0,
21336,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21337,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21338,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21339,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
2134,C2,D0,R0,C1,D0,R0,C2,D0,R0,C2,D0,R0,
21340,C2,D1,R0,C2,D1,R1,C2,D1,R1,C2,D1,R1,
21341-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21341-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21342-1,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
21342-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21343,C2,D1,R0,C2,D1,R1,C2,D1,R1,C2,D1,R1,
21344,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21345-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21345-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21346,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21347-1,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21347-2,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21348,C2,D1,R2,C2,D1,R0,C2,D1,R2,C2,D1,R2,
21349,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
2135,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21350,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
21351,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21352,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21353,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21354,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21355-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21355-2,C2,D0,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
21355-3,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21356,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21357-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21357-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21358,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21359,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
2136,C2,D1,R2,C2,D1,R2,C2,D1,R2,C2,D1,R2,
21360,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21361,C2,D0,R2,C2,D0,R0,C2,D0,R2,C2,D0,R2,
21362-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21362-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21362-3,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21363,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21364,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21365-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21365-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21366,C2,D1,R0,C2,D1,R0,C2,D1,R1,C2,D1,R0,
21367-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21367-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21368,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21369-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21369-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
2137,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21370-1,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
21370-2,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
21372,C3,D1,R0,C3,D3,R2,C3,D1,R2,C3,D1,R2,
21373,C2,D1,R0,C3,D3,R2,C2,D1,R2,C2,D1,R2,
21374-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21374-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21374-3,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21375,C2,D0,R0,C2,D3,R0,C2,D0,R1,C2,D0,R0,
21376,C3,D0,R0,C4,D3,R2,C3,D0,R2,C3,D0,R2,
21377,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
21378-1,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21378-2,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21379-1,C2,D1,R0,C2,D3,R0,C2,D1,R0,C2,D1,R0,
21379-2,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
2138-1,C3,D4,R3,C2,D4,R3,C3,D4,R3,C3,D4,R3,
21380-1,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21380-2,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21381-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21381-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21381-3,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21382,C3,D1,R0,C3,D3,R2,C3,D1,R2,C3,D1,R2,
21383-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21383-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21384,C3,D0,R0,C3,D3,R2,C3,D0,R2,C3,D0,R2,
21385,C3,D0,R0,C3,D3,R2,C3,D0,R2,C3,D0,R2,
21386,C2,D0,R0,C2,D0,R1,C2,D0,R1,C2,D0,R1,
21387,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21388,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
21389,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
2139,C1,D2,R2,C1,D2,R0,C1,D2,R2,C1,D2,R2,
21390,C3,D3,R0,C3,D3,R1,C3,D3,R1,C3,D3,R1,
21391-1,C3,D3,R0,C3,D3,R2,C3,D3,R2,C3,D3,R2,
21391-2,C3,D1,R0,C3,D3,R2,C3,D1,R2,C3,D1,R2,
21392,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21393-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21393-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21394,C2,D1,R0,C2,D3,R1,C2,D1,R1,C2,D1,R1,
21395,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21396-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21396-2,C2,D1,R0,C2,D1,R0,C2,D0,R0,C2,D1,R0,
21396-3,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21397,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
21398,C3,D1,R0,C3,D3,R1,C3,D1,R1,C3,D1,R1,
21399-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21399-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
214,C2,D0,R1,C2,D0,R0,C2,D0,R0,C2,D0,R0,
2140,C2,D3,R3,C1,D3,R3,C2,D3,R3,C2,D3,R3,
21400,C1,D3,R2,C1,D3,R2,C1,D3,R2,C1,D3,R2,
21401,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
21402,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21403-1,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
21403-2,C0,D3,R0,C1,D3,R0,C0,D3,R0,C0,D3,R0,
21404-1,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
21404-2,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
21405,C1,D3,R2,C2,D3,R0,C1,D3,R2,C1,D3,R2,
21406-1,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
21406-2,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
21407-1,C1,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
21407-2,C1,D0,R0,C1,D3,R0,C1,D0,R0,C1,D0,R0,
21408,C2,D0,R0,C2,D3,R0,C2,D0,R0,C2,D0,R0,
21409-1,C2,D0,R1,C2,D3,R0,C2,D0,R1,C2,D0,R1,
21409-2,C2,D3,R1,C2,D3,R0,C2,D3,R1,C2,D3,R1,
2141-1,C1,D2,R0,C1,D2,R2,C1,D2,R0,C1,D2,R0,
2141-2,C1,D2,R0,C1,D2,R2,C1,D2,R0,C1,D2,R0,
21410,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
21411,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
21412,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
21413,C0,D0,R0,C1,D1,R0,C0,D0,R0,C0,D0,R0,
21414-1,C1,D0,R0,C1,D2,R0,C1,D0,R0,C1,D0,R0,
21414-2,C1,D0,R0,C1,D2,R0,C1,D0,R0,C1,D0,R0,
21415-1,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
21415-2,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
21416,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21417,C1,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21418-1,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21418-2,C1,D0,R0,C2,D0,R0,C2,,,C2,D0,R0,
21419,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21420,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21421,C1,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21422,C1,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21423-1,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21423-2,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21424-1,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21424-2,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21425-1,C3,D0,R0,C3,D0,R2,C3,D0,R2,C3,D0,R2,
21425-2,C3,D0,R0,C2,D0,R2,C3,D0,R2,C3,D0,R2,
21426,C1,D0,R0,C1,D0,R0,C1,D0,R2,C1,D0,R0,
21427,C3,D0,R0,C3,D0,R2,C3,D0,R2,C3,D0,R2,
21428,C1,D0,R0,C1,D0,R2,C1,D0,R2,C1,D0,R2,
21429,C1,D0,R0,C1,D0,R2,C1,D0,R2,C1,D0,R2,
2143,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
21430,C1,D0,R0,C1,D0,R2,C1,D0,R2,C1,D0,R2,
21431,C1,D0,R0,C2,D1,R0,C2,D0,R2,C2,D0,R0,
21432,C1,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21433,C1,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21434,C1,D0,R0,C1,D0,R0,C1,D0,R2,C1,D0,R0,
21435,C1,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21436,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21437,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21438,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21439,C1,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
2144,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
21440,C1,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21441,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21442,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21443,C2,D1,R0,C2,D1,R2,C2,D1,R2,C2,D1,R2,
21444,C1,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21445-1,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
21445-2,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
21446,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
21447-1,C1,D0,R3,C1,D0,R3,C1,D0,R2,C1,D0,R3,
21447-2,C1,D0,R3,C1,D0,R3,C1,D0,R2,C1,D0,R3,
21448,C2,D0,R3,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21449,C2,D0,R3,C2,D0,R2,C2,D0,R2,C2,D0,R2,
2145,C2,D1,R0,C2,D0,R0,C2,D1,R0,C2,D1,R0,
21450,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
21451,C2,D0,R3,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21452,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
21453,C0,D2,R3,C0,D1,R0,C0,D2,R0,C0,D2,R0,
21454,C1,D1,R3,C1,D1,R3,C1,D1,R2,C1,D1,R3,
21455,C1,D1,R3,C1,D1,R2,C1,D1,R2,C1,D1,R2,
21456,C2,D1,R3,C2,D1,R2,C2,D1,R2,C2,D1,R2,
21457,C1,D0,R3,C1,D0,R2,C1,D0,R2,C1,D0,R2,
21458,C2,D0,R3,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21459-1,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
21459-2,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
21459-3,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
2146,C2,D3,R0,C2,D2,R0,C2,D3,R0,C2,D3,R0,
21460,C2,D0,R3,C2,D0,R2,C2,D0,R2,C2,D0,R2,
21461-1,C1,D0,R3,C1,D0,R2,C1,D0,R2,C1,D0,R2,
21461-2,C1,D0,R3,C1,D0,R2,C1,D0,R2,C1,D0,R2,
21461-3,C1,D0,R3,C1,D0,R2,C1,D0,R2,C1,D0,R2,
21462,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21463,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21464,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21465,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21466,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21467,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21468,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21469,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
2147,C1,D1,R0,C2,D1,R0,C1,D1,R0,C1,D1,R0,
21470-1,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21470-2,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21471,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21472,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21473-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21473-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21474,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21475,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21476,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21477,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21478,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21479,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
2148,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
21480,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21481,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21482,C2,D1,R0,C2,D1,R0,C2,D1,R2,C2,D1,R0,
21483,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
21484,C2,D1,R0,C2,D1,R0,C2,D1,R2,C2,D1,R0,
21485,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
21486,C3,D0,R0,C3,D0,R0,C3,D0,R2,C3,D0,R0,
21487,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
21488,C2,D0,R0,C3,D0,R0,C2,D0,R2,C2,D0,R0,
21489-1,C3,D3,R3,C3,D3,R3,C3,D3,R3,C3,D3,R3,
21489-2,C2,D3,R3,C3,D3,R3,C3,D3,R3,C3,D3,R3,
21489-3,C3,D3,R3,C3,D3,R3,C3,D3,R3,C3,D3,R3,
21490,C2,D1,R0,C2,D1,R0,C2,D1,R2,C2,D1,R0,
21491,C2,D1,R0,C2,D2,R0,C2,D1,R2,C2,D1,R0,
21492,C2,D1,R0,C2,D2,R2,C2,D1,R2,C2,D1,R2,
21493,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
21494,C2,D1,R0,C2,D1,R0,C2,D1,R2,C2,D1,R0,
21495,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
21496,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
21497,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21498-1,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21498-2,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
21499,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
215-1,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
215-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
215-3,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
2150,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
21500,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
21501,C2,D1,R0,C2,D3,R2,C2,D1,R2,C2,D1,R2,
21502,C2,D0,R0,C1,D0,R0,C2,D0,R2,C2,D0,R0,
21503-1,C2,D0,R0,C1,D2,R0,C2,D0,R2,C2,D0,R0,
21503-2,C2,D0,R0,C1,D2,R0,C2,D0,R2,C2,D0,R0,
21504,C2,D1,R0,C1,D2,R0,C2,D1,R2,C2,D1,R0,
21505,C2,D0,R2,C1,D0,R0,C2,D0,R2,C2,D0,R2,
21506-1,C2,D0,R2,C2,D0,R0,C2,D0,R2,C2,D0,R2,
