task_id,sonnet_C,sonnet_C_ir,gpt_C,gpt_C_ir,gemini_C,gemini_C_ir,consensus_C,consensus_C_method,sonnet_D,sonnet_D_ir,gpt_D,gpt_D_ir,gemini_D,gemini_D_ir,consensus_D,consensus_D_method,sonnet_R,sonnet_R_ir,gpt_R,gpt_R_ir,gemini_R,gemini_R_ir,consensus_R,consensus_R_method,dispute_axes
20715,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D1,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20716,C2,C1,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D2,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20717,C2,C1,C2,C2,C2,C2,C2,unanimous,D0,D0,D1,D1,D0,D1,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20719,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R1,R0,R0,R1,R0,R0,majority,
20720,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D1,D1,D1,D1,D0,D1,majority,R0,R1,R0,R0,R1,R0,R0,majority,
20721-1,C2,C2,C2,C2,C2,C3,C2,unanimous,D1,D1,D1,D1,D1,D0,D1,unanimous,R1,R1,R1,R1,R1,R2,R1,unanimous,
20721-2,C2,C2,C2,C2,C2,C3,C2,unanimous,D1,D1,D1,D1,D1,D0,D1,unanimous,R1,R1,R1,R1,R1,R2,R1,unanimous,
20722,C2,C2,C2,C2,C2,C3,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R0,R1,R1,R1,unanimous,
20723,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D1,D1,D0,D0,majority,R0,R1,R0,R0,R1,R0,R0,majority,
20724,C3,C3,C3,C2,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20725,C3,C3,C2,C2,C2,C2,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20726,C3,C3,C3,C3,C3,C2,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20727-1,C3,C3,C3,C2,C3,C3,C3,unanimous,D0,D0,D0,D2,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20727-2,C3,C3,C3,C1,C3,C3,C3,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20728,C3,C3,C3,C3,C3,C2,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20729-1,C2,C2,C1,C1,C2,C1,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20729-2,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20730,C2,C2,C2,C2,C3,C3,C2,majority,D1,D1,D3,D3,D1,D1,D1,majority,R0,R0,R0,R0,R0,R2,R0,unanimous,
20731,C1,C2,C2,C2,C2,C1,C2,majority,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R2,R0,unanimous,
20733-1,C2,C2,C3,C3,C3,C3,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
20733-2,C3,C3,C3,C3,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
20733-3,C3,C3,C3,C3,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
20734-1,C3,C3,C3,C2,C3,C3,C3,unanimous,D1,D1,D1,D1,D1,D3,D1,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
20734-2,C3,C3,C3,C2,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
20735-1,C3,C3,C3,C3,C3,C3,C3,unanimous,D2,D2,D0,D0,D2,D2,D2,majority,R0,R0,R0,R1,R0,R0,R0,unanimous,
20735-2,C3,C3,C3,C3,C2,C2,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
20736,C2,C3,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
20737-1,C2,C3,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
20737-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20738-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20738-2,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20739,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D1,D0,D0,D1,D0,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20740,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20741,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
20742,C3,C3,C2,C2,C2,C2,C2,majority,D1,D1,D0,D0,D1,D0,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20743,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20744,C3,C2,C3,C3,C3,C2,C3,unanimous,D3,D3,D2,D2,D2,D3,D2,majority,R2,R2,R2,R2,R2,R2,R2,unanimous,
20748-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R1,R0,unanimous,
20748-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R1,R1,R1,R0,R1,R1,R1,unanimous,
20749,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20750,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R1,R0,unanimous,
20751,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R3,R0,R3,R3,R3,majority,
20752,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20753,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D3,D3,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20754,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20755,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D0,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20756-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20756-2,C1,C0,C1,C1,C1,C1,C1,unanimous,D3,D0,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20757,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R2,R2,R3,R3,R3,majority,
20758,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R1,R3,R3,R1,majority,
20759,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R1,R2,unanimous,
20760,C1,C1,C1,C1,C1,C2,C1,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R1,R1,R1,R3,R3,R0,R1,majority,
20761-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20761-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R1,R3,R3,R3,R3,R3,unanimous,
20762,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R3,R3,R3,R3,R2,R3,majority,
20763,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20764,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20765,C0,C0,C1,C1,C0,C0,C0,majority,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20766,C1,C0,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20767,C1,C1,C1,C2,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20768-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
20768-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
20769,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
20770,C1,C1,C0,C1,C0,C0,C0,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
20771,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
20772-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R2,R3,R3,R3,R3,R3,unanimous,
20772-2,C2,C1,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R2,R2,R3,R3,R2,R3,majority,
20773,C2,C1,C2,C2,C1,C2,C2,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
20774,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
20775-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20775-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D2,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20776,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20777,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20778,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R3,R0,R3,R3,R3,majority,
20779,C0,C0,C0,C0,C0,C0,C0,unanimous,D2,D3,D2,D2,D3,D3,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20780-1,C2,C2,C2,C2,C2,C1,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20780-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20785-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20785-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20786,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
20788,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D1,D1,D3,D3,D3,majority,R0,R0,R0,R0,R0,R2,R0,unanimous,
20789,C0,C0,C1,C1,C0,C0,C0,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20790,C0,C0,C1,C1,C0,C0,C0,majority,D3,D1,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20791,C1,C1,C2,C2,C1,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R1,R2,R2,R2,R2,R2,unanimous,
20792-1,C1,C1,C1,C2,C2,C1,C1,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20792-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20793-1,C1,C1,C1,C1,C1,C2,C1,unanimous,D1,D0,D1,D1,D1,D0,D1,unanimous,R0,R0,R0,R0,R0,R1,R0,unanimous,
20793-2,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D1,D1,D1,D0,D1,majority,R0,R0,R0,R0,R0,R1,R0,unanimous,
20794,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R3,R0,unanimous,
20795-1,C2,C2,C2,C1,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R3,R3,R3,R3,R3,majority,
20795-2,C2,C2,C2,C1,C2,C1,C2,unanimous,D1,D1,D1,D3,D1,D1,D1,unanimous,R2,R0,R3,R2,R2,R2,R2,majority,
20796,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R2,R3,unanimous,
20797,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R2,R3,R3,R3,unanimous,
20798,C1,C1,C1,C2,C2,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
20799,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R1,R2,R1,R3,R3,R3,majority,
208,C1,C2,C2,C1,C1,C1,C1,majority,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20800,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R1,R1,R1,R3,R3,R3,majority,
20801,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R1,R0,R0,R0,R0,R0,unanimous,
20802,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R1,R0,unanimous,
20803,C2,C2,C2,C2,C2,C1,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R1,R1,R2,R2,R2,majority,
20804-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D1,D3,unanimous,R3,R1,R3,R3,R3,R2,R3,unanimous,
20804-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R1,R3,R3,R3,R2,R3,unanimous,
20805,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20806,C0,C0,C1,C1,C0,C0,C0,majority,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20807,C1,C1,C1,C1,C1,C0,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20808,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R1,R0,R0,R0,R0,R0,unanimous,
20809,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D1,D3,unanimous,R1,R1,R1,R0,R2,R2,R1,majority,
20810,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
20811,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
20812-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R0,R2,R2,R2,unanimous,
20812-2,C1,C1,C2,C1,C1,C2,C1,majority,D3,D3,D3,D2,D3,D3,D3,unanimous,R2,R2,R2,R0,R2,R2,R2,unanimous,
20813-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
20813-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
20813-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D2,D2,D2,D3,D2,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
20814-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
20814-2,C0,C0,C0,C0,C0,C0,C0,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R1,R0,R1,R1,R1,majority,
20815,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
20816,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R2,R0,R2,R2,R2,majority,
20817,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
20819,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20820,C0,C0,C0,C0,C0,C0,C0,unanimous,D2,D3,D2,D2,D3,D2,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20821,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R1,R3,R2,R3,R3,R3,majority,
20822,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D1,D1,D0,D0,D0,majority,R0,R0,R1,R1,R1,R1,R1,majority,
20823,C0,C0,C0,C1,C1,C0,C0,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20824-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20824-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20824-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20825,C2,C2,C1,C1,C2,C1,C2,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R1,R0,unanimous,
20826-1,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20826-2,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20827,C0,C0,C0,C1,C0,C0,C0,unanimous,D1,D1,D1,D0,D0,D0,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20828,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20830,C1,C2,C2,C1,C1,C2,C1,majority,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
20831,C3,C3,C2,C2,C3,C2,C3,majority,D4,D4,D4,D4,D4,D3,D4,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
20835,C1,C1,C1,C1,C1,C0,C1,unanimous,D3,D2,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20836-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D0,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20836-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20837,C2,C2,C2,C2,C2,C2,C2,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20838-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D0,D3,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
20838-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
20839-1,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D0,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20839-2,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20841,C0,C0,C1,C1,C1,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R1,R1,R1,R0,R1,majority,
20842,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20843,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R2,R2,R2,R2,R1,R2,unanimous,
20844-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R3,R3,R3,R2,R2,R1,R3,majority,
20844-2,C2,C1,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R3,R3,R3,R2,R2,R0,R3,majority,
20845,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D0,D1,unanimous,R3,R3,R3,R2,R2,R0,R3,majority,
20846,C2,C2,C2,C1,C2,C1,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20847,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20854-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20854-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20855,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D3,D3,D3,D1,D3,majority,R0,R1,R1,R0,R1,R0,R1,majority,
20856,C2,C2,C2,C2,C2,C3,C2,unanimous,D1,D0,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20857,C2,C2,C2,C2,C2,C3,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20858,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20859,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D3,D3,D3,D1,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20860,C2,C2,C2,C2,C3,C3,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20861,C1,C2,C2,C1,C2,C2,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20862,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D1,D1,D1,D0,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20863,C3,C3,C3,C2,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20864,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20865,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20866,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20867,C2,C2,C2,C2,C2,C3,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20868,C2,C2,C2,C1,C2,C3,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20869-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R1,R2,R2,R2,R2,R2,unanimous,
20869-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R1,R2,R2,R1,majority,
